code,course,semester,campus,days,type,instructor
BU.210.620 (81),Accounting and Financial Reporting,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,C. Freitag
BU.210.620 (1F),Accounting and Financial Reporting,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Open,D. Tong
BU.210.620 (F1),Accounting and Financial Reporting,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,D. Tong
BU.210.620 (X1),Accounting and Financial Reporting,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,G. Bai
BU.210.620 (1W),Accounting and Financial Reporting,Fall 2021,Washington DC Center,F 1:30PM - 4:30PM,Open,J. Rippy
BU.210.620 (2X),Accounting and Financial Reporting,Fall 2021,Washington DC Center,Th 1:30PM - 4:30PM,Open,J. Rippy
BU.210.620 (W1),Accounting and Financial Reporting,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Open,J. Rippy
BU.210.620 (W2),Accounting and Financial Reporting,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,J. Rippy
BU.210.620 (X2),Accounting and Financial Reporting,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM,Open,J. Rippy
BU.210.620 (X3),Accounting and Financial Reporting,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Open,J. Rippy
BU.210.620 (2W),Accounting and Financial Reporting,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,M. Fowler
BU.210.620 (82),Accounting and Financial Reporting,Fall 2021,Downtown Baltimore,Th 6:00PM - 9:00PM,Reserved Open,S. Demirkan
BU.210.620 (F2),Accounting and Financial Reporting,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Open,S. Demirkan
BU.210.620 (F3),Accounting and Financial Reporting,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,S. Demirkan
BU.210.620 (F4),Accounting and Financial Reporting,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,S. Demirkan
BU.210.620 (1X),Accounting and Financial Reporting,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,X. Sun
BU.210.620 (30),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.620 (31),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.620 (32),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.620 (33),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.620 (34),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.620 (35),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.620 (36),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.620 (37),Accounting and Financial Reporting,Fall 2021,Online,,Open,X. Sun
BU.210.001 (01),Accounting and Financial Reporting Waiver Exam,Fall 2021,Online,,Open,X. Sun
BU.920.602 (M1),Accounting Foundations,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,G. Bai
BU.920.602 (M2),Accounting Foundations,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,G. Bai
BU.420.730 (K3),Advanced Behavioral Marketing,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,M. Zhu
BU.520.620 (X4),Advanced Business Analytics,Fall 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,N. Turken
BU.520.620 (X6),Advanced Business Analytics,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,N. Turken
BU.231.790 (81),Advanced Corporate Finance,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,J. Seward
BU.210.650 (31),Advanced Financial Accounting,Fall 2021,Online,,Open,L. Mertins
BU.210.650 (F5),Advanced Financial Accounting,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,L. Mertins
BU.210.650 (W5),Advanced Financial Accounting,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Open,S. Demirkan
BU.232.750 (31),Advanced Portfolio Management,Fall 2021,Online,,Open,k. Amira
BU.330.790 (T2),Applied IS Architecture,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,M. Vogel
BU.920.631 (M1),Behavioral Science: Leadership and Organizational Behavior,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,C. Myers
BU.920.631 (M2),Behavioral Science: Leadership and Organizational Behavior,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Open,C. Myers
BU.920.633 (M1),Behavioral Science: Negotiating Collaboratively I,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,B. Gunia
BU.920.633 (M2),Behavioral Science: Negotiating Collaboratively I,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,B. Gunia
BU.520.710 (F5),Big Data Machine Learning,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,G. Warren
BU.520.710 (X4),Big Data Machine Learning,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,G. Warren
BU.520.710 (X5),Big Data Machine Learning,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,G. Warren
BU.520.710 (X6),Big Data Machine Learning,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,G. Warren
BU.520.710 (81),Big Data Machine Learning,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,J. Irani
BU.520.710 (W5),Big Data Machine Learning,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,J. Irani
BU.430.710 (K3),Branding and Marketing Communications,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,C. Harris
BU.520.601 (1X),Business Analytics,Fall 2021,Washington DC Center,F 1:30PM - 4:30PM; W 1:30PM - 4:30PM,Open,A. Bisi
BU.520.601 (35),Business Analytics,Fall 2021,Online,,Open,B. Hathaway
BU.520.601 (T1),Business Analytics,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,B. Hathaway
BU.520.601 (81),Business Analytics,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,E. Kagan
BU.520.601 (2X),Business Analytics,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM,Open,N. Turken
BU.520.601 (X1),Business Analytics,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,N. Turken
BU.520.601 (X2),Business Analytics,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,N. Turken
BU.520.601 (X3),Business Analytics,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,N. Turken
BU.520.601 (31),Business Analytics,Fall 2021,Online,,Open,R. Djavanshir
BU.520.601 (32),Business Analytics,Fall 2021,Online,,Open,R. Djavanshir
BU.520.601 (33),Business Analytics,Fall 2021,Online,,Open,R. Djavanshir
BU.520.601 (34),Business Analytics,Fall 2021,Online,,Open,R. Djavanshir
BU.120.601 (2X),Business Communication,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Open,A. Klaren
BU.120.601 (W9),Business Communication,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,A. Klaren
BU.120.601 (X3),Business Communication,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,A. Klaren
BU.120.601 (W4),Business Communication,Fall 2021,Washington DC Center,F 1:30PM - 4:30PM; W 1:30PM - 4:30PM,Open,D. Hollander
BU.120.601 (1F),Business Communication,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Waitlist Only,J. Desimone
BU.120.601 (X2),Business Communication,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Waitlist Only,J. Desimone
BU.120.601 (30),Business Communication,Fall 2021,Online,ThF 8:30AM - 5:30PM,Reserved Open,J. Ganzermiller
BU.120.601 (31),Business Communication,Fall 2021,Online,ThF 8:30AM - 5:30PM,Reserved Open,J. Ganzermiller
BU.120.601 (34),Business Communication,Fall 2021,Online,ThF 9:30AM - 5:30PM,Waitlist Only,J. Ganzermiller
BU.120.601 (35),Business Communication,Fall 2021,Online,ThF 9:30AM - 5:30PM,Open,J. Ganzermiller
BU.120.601 (38),Business Communication,Fall 2021,Online,ThF 9:30AM - 5:30PM,Open,J. Ganzermiller
BU.120.601 (2W),Business Communication,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM; Th 1:30PM - 4:30PM,Waitlist Only,J. Golden
BU.120.601 (T2),Business Communication,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,J. Golden
BU.120.601 (1X),Business Communication,Fall 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,J. Speer
BU.120.601 (W1),Business Communication,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Waitlist Only,J. Speer
BU.120.601 (W6),Business Communication,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,J. Speer
BU.120.601 (33),Business Communication,Fall 2021,Online,ThF 8:30AM - 5:30PM,Open,K. Day
BU.120.601 (37),Business Communication,Fall 2021,Online,ThF 9:30AM - 5:30PM,Reserved Open,K. Day
BU.120.601 (1T),Business Communication,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Open,K. Day
BU.120.601 (W3),Business Communication,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM,Open,K. Day
BU.120.601 (X4),Business Communication,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,K. Day
BU.120.601 (4F),Business Communication,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,L. Durnell
BU.120.601 (F0),Business Communication,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Waitlist Only,L. Durnell
BU.120.601 (F1),Business Communication,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Waitlist Only,L. Durnell
BU.120.601 (F5),Business Communication,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,L. Durnell
BU.120.601 (51),Business Communication,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Waitlist Only,L. Schiavone
BU.120.601 (83),Business Communication,Fall 2021,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,L. Schiavone
BU.120.601 (85),Business Communication,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,L. Schiavone
BU.120.601 (F3),Business Communication,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,L. Schiavone
BU.120.601 (F6),Business Communication,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,L. Schiavone
BU.120.601 (T1),Business Communication,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Open,L. Schiavone
BU.120.601 (W2),Business Communication,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Open,L. Schiavone
BU.120.601 (1W),Business Communication,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Waitlist Only,S. Brain
BU.120.601 (6W),Business Communication,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,S. Clemons
BU.120.601 (X5),Business Communication,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,S. Clemons
BU.120.601 (4X),Business Communication,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,S. Cohen
BU.120.601 (F9),Business Communication,Fall 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,S. Cohen
BU.120.601 (X0),Business Communication,Fall 2021,Washington DC Center,Th 1:30PM - 4:30PM,Open,S. Cohen
BU.120.601 (F2),Business Communication,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Waitlist Only,S. Das
BU.120.601 (H1),Business Communication,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,S. Das
BU.120.601 (0X),Business Communication,Fall 2021,Washington DC Center,Th 1:30PM - 4:30PM,Open,T. Crain
BU.120.601 (32),Business Communication,Fall 2021,Online,ThF 8:30AM - 5:30PM,Open,T. Crain
BU.120.601 (36),Business Communication,Fall 2021,Online,ThF 9:30AM - 5:30PM,Open,T. Crain
BU.120.601 (5X),Business Communication,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,T. Crain
BU.120.601 (81),Business Communication,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Reserved Open,T. Crain
BU.120.601 (F4),Business Communication,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,T. Crain
BU.120.601 (39),Business Communication,Fall 2021,Online,ThF 9:30AM - 5:30PM,Open,T. Setvin
BU.132.601 (31),Business Law,Fall 2021,Online,,Open,C. DePasquale
BU.132.601 (32),Business Law,Fall 2021,Online,,Open,C. DePasquale
BU.132.601 (33),Business Law,Fall 2021,Online,,Open,D. Hollander
BU.132.601 (83),Business Law,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,D. Hollander
BU.131.601 (1T),Business Leadership and Human Values,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,A. Klaren
BU.131.601 (T1),Business Leadership and Human Values,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,A. Klaren
BU.131.601 (5X),Business Leadership and Human Values,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Waitlist Only,J. Calvin
BU.131.601 (K1),Business Leadership and Human Values,Fall 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,J. Calvin
BU.131.601 (33),Business Leadership and Human Values,Fall 2021,Online,,Open,J. Ganzermiller
BU.131.601 (1K),Business Leadership and Human Values,Fall 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Waitlist Only,J. Myllyluoma
BU.131.601 (31),Business Leadership and Human Values,Fall 2021,Online,,Open,J. Myllyluoma
BU.131.601 (34),Business Leadership and Human Values,Fall 2021,Online,,Open,J. Myllyluoma
BU.131.601 (81),Business Leadership and Human Values,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,J. Myllyluoma
BU.131.601 (K0),Business Leadership and Human Values,Fall 2021,Downtown Baltimore,Th 1:30PM - 4:30PM,Waitlist Only,J. Myllyluoma
BU.131.601 (K2),Business Leadership and Human Values,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Waitlist Only,L. Schiavone
BU.131.601 (32),Business Leadership and Human Values,Fall 2021,Online,,Open,L. Thompson
BU.131.601 (H1),Business Leadership and Human Values,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Reserved Open,L. Thompson
BU.460.710 (81),Business-to-Business Marketing and Channel Strategy,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,F. Katz
BU.460.710 (82),Business-to-Business Marketing and Channel Strategy,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Reserved Open,M. Bonnett
BU.460.710 (31),Business-to-Business Marketing and Channel Strategy,Fall 2021,Online,,Open,N. Li
BU.460.710 (83),Business-to-Business Marketing and Channel Strategy,Fall 2021,Downtown Baltimore,Th 1:30PM - 4:30PM,Waitlist Only,N. Li
BU.001.510 (31),Career and Life Design for Experienced Professionals,Fall 2021,Online,,Open,M. Jones
BU.001.510 (32),Career and Life Design for Experienced Professionals,Fall 2021,Online,,Open,M. Jones
BU.152.745 (81),City Lab Practicum: Social Impact Project,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,L. Thompson
BU.152.740 (81),CityLab Catalyst: Business Innovation for Social Impact,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,L. Thompson
BU.920.812 (M1),Commercializing Discovery,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,P. Phan
BU.920.812 (M2),Commercializing Discovery,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Open,P. Phan
BU.232.610 (1F),Computational Finance,Fall 2021,Downtown Baltimore,W 1:30PM - 4:30PM,Open,S. Urban
BU.232.610 (1W),Computational Finance,Fall 2021,Washington DC Center,M 1:30PM - 4:30PM,Open,S. Urban
BU.232.610 (2W),Computational Finance,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,S. Urban
BU.232.610 (F1),Computational Finance,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,S. Urban
BU.232.610 (W1),Computational Finance,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,S. Urban
BU.232.610 (W2),Computational Finance,Fall 2021,Washington DC Center,F 1:30PM - 4:30PM; W 1:30PM - 4:30PM,Open,S. Urban
BU.232.610 (W6),Computational Finance,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,S. Urban
BU.232.610 (W9),Computational Finance,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,S. Urban
BU.232.610 (F2),Computational Finance,Fall 2021,Downtown Baltimore,W 1:30PM - 4:30PM,Open,V. Elenev
BU.232.610 (F3),Computational Finance,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,V. Elenev
BU.232.610 (F4),Computational Finance,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,V. Elenev
BU.232.610 (F6),Computational Finance,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,V. Elenev
BU.232.610 (F9),Computational Finance,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,V. Elenev
BU.420.710 (31),Consumer Behavior,Fall 2021,Online,,Open,J. Richman
BU.420.710 (32),Consumer Behavior,Fall 2021,Online,,Open,J. Richman
BU.420.710 (K0),Consumer Behavior,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Open,K. Hart
BU.420.710 (K2),Consumer Behavior,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,K. Hart
BU.420.710 (K4),Consumer Behavior,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Waitlist Only,K. Hart
BU.420.710 (81),Consumer Behavior,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,L. Durnell
BU.420.710 (K1),Consumer Behavior,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Reserved Open,L. Durnell
BU.420.710 (K5),Consumer Behavior,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,L. Durnell
BU.232.650 (F6),Continuous Time Finance,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,A. Bisi
BU.232.650 (F9),Continuous Time Finance,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,A. Bisi
BU.232.650 (W6),Continuous Time Finance,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,A. Bisi
BU.232.650 (W9),Continuous Time Finance,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,A. Bisi
BU.232.650 (F5),Continuous Time Finance,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,Y. An
BU.232.650 (F7),Continuous Time Finance,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Waitlist Only,Y. An
BU.232.650 (W5),Continuous Time Finance,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,Y. An
BU.232.650 (W7),Continuous Time Finance,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,Y. An
BU.231.620 (81),Corporate Finance,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,A. Willenborg
BU.231.620 (1F),Corporate Finance,Fall 2021,Downtown Baltimore,Th 1:30PM - 4:30PM,Open,D. Yener
BU.231.620 (1X),Corporate Finance,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM,Open,D. Yener
BU.231.620 (2W),Corporate Finance,Fall 2021,Washington DC Center,F 1:30PM - 4:30PM,Open,D. Yener
BU.231.620 (X1),Corporate Finance,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,D. Yener
BU.231.620 (33),Corporate Finance,Fall 2021,Online,,Open,F. Fabozzi
BU.231.620 (34),Corporate Finance,Fall 2021,Online,,Open,F. Fabozzi
BU.231.620 (35),Corporate Finance,Fall 2021,Online,,Open,F. Fabozzi
BU.231.620 (37),Corporate Finance,Fall 2021,Online,,Open,F. Fabozzi
BU.231.620 (31),Corporate Finance,Fall 2021,Online,,Open,G. De Nicolo
BU.231.620 (32),Corporate Finance,Fall 2021,Online,,Open,G. De Nicolo
BU.231.620 (36),Corporate Finance,Fall 2021,Online,,Open,G. De Nicolo
BU.231.620 (82),Corporate Finance,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,G. De Nicolo
BU.231.620 (W1),Corporate Finance,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,G. De Nicolo
BU.231.620 (R1),Corporate Finance,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,J. Hooke
BU.231.620 (W2),Corporate Finance,Fall 2021,Washington DC Center,M 1:30PM - 4:30PM,Open,J. Hooke
BU.231.620 (X2),Corporate Finance,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,K. Cheong
BU.231.620 (1W),Corporate Finance,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM,Open,K. Yook
BU.231.620 (2X),Corporate Finance,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,K. Yook
BU.231.620 (X3),Corporate Finance,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,K. Yook
BU.231.620 (F2),Corporate Finance,Fall 2021,Downtown Baltimore,W 1:30PM - 4:30PM,Open,S. Chan
BU.231.620 (F3),Corporate Finance,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,S. Chan
BU.231.620 (F4),Corporate Finance,Fall 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,S. Chan
BU.231.620 (F1),Corporate Finance,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,Y. Bar-Or
BU.231.720 (81),Corporate Governance,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,D. Yener
BU.151.720 (31),Corporate Strategy,Fall 2021,Online,,Open,P. Gurny
BU.151.720 (51),Corporate Strategy,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,T. Cummings
BU.151.720 (81),Corporate Strategy,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,T. Cummings
BU.232.770 (51),Cryptos and Blockchain,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Waitlist Only,J. Liew
BU.232.770 (81),Cryptos and Blockchain,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,J. Liew
BU.232.770 (F5),Cryptos and Blockchain,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Waitlist Only,J. Liew
BU.232.770 (W5),Cryptos and Blockchain,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Waitlist Only,J. Liew
BU.450.760 (K3),Customer Analytics,Fall 2021,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,M. Hermosilla
BU.450.760 (X5),Customer Analytics,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,M. Hermosilla
BU.450.760 (X6),Customer Analytics,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Waitlist Only,M. Hermosilla
BU.420.720 (51),Customer Relationship Management,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,C. Harris
BU.330.730 (31),Cybersecurity,Fall 2021,Online,,Open,H. Santiago
BU.330.710 (T2),Cybersecurity and Data Vulnerabilities,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Reserved Open,J. Abed
BU.330.710 (X4),Cybersecurity and Data Vulnerabilities,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,J. Abed
BU.510.650 (31),Data Analytics,Fall 2021,Online,,Open,A. Bisi
BU.510.650 (32),Data Analytics,Fall 2021,Online,,Open,A. Bisi
BU.510.650 (K0),Data Analytics,Fall 2021,Downtown Baltimore,W 1:30PM - 4:30PM,Open,M. Alamdar Yazdi
BU.510.650 (K1),Data Analytics,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,M. Alamdar Yazdi
BU.510.650 (K2),Data Analytics,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,M. Alamdar Yazdi
BU.510.650 (1X),Data Analytics,Fall 2021,Washington DC Center,M 1:30PM - 4:30PM,Open,R. Wang
BU.510.650 (2X),Data Analytics,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM; Th 1:30PM - 4:30PM,Open,R. Wang
BU.510.650 (X1),Data Analytics,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,R. Wang
BU.510.650 (X2),Data Analytics,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,R. Wang
BU.510.650 (X3),Data Analytics,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Open,R. Wang
BU.510.650 (X5),Data Analytics,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,R. Wang
BU.330.705 (T1),Data Networks: Infrastructures & Emerging Technologies,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,R. Djavanshir
BU.920.624 (M1),Data Science: Artificial Intelligence,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,T. Dai
BU.920.624 (M2),Data Science: Artificial Intelligence,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,T. Dai
BU.920.622 (M1),Data Science: Econometrics for Market Analysis,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,M. Darden
BU.920.622 (M2),Data Science: Econometrics for Market Analysis,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM; Th 1:30PM - 4:30PM,Open,M. Darden
BU.920.621 (M1),Data Science: Statistics,Fall 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,Y. Xing
BU.920.621 (M2),Data Science: Statistics,Fall 2021,Downtown Baltimore,Th 1:30PM - 4:30PM,Open,Y. Xing
BU.232.710 (31),Derivatives,Fall 2021,Online,,Open,F. Fabozzi
BU.232.710 (32),Derivatives,Fall 2021,Online,,Open,F. Fabozzi
BU.232.710 (W9),Derivatives,Fall 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,J. Colantuoni
BU.232.710 (W6),Derivatives,Fall 2021,Washington DC Center,M 1:30PM - 4:30PM,Open,k. Amira
BU.232.710 (F6),Derivatives,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,W. Li
BU.232.710 (F9),Derivatives,Fall 2021,Downtown Baltimore,F 1:30PM - 4:30PM,Open,W. Li
BU.241.620 (81),Design and Construction Feasibility,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,C. Murray
BU.241.620 (R1),Design and Construction Feasibility,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Reserved Open,C. Murray
BU.920.811 (M1),Design Lab,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,S. Munshaw
BU.920.811 (M2),Design Lab,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Open,S. Munshaw
BU.220.620 (1W),Economics for Decision Making,Fall 2021,Washington DC Center,Th 1:30PM - 4:30PM,Open,A. Bechtold
